,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,male,male,male,male
594,595,0,2,male,37.0,1,0,26.0,1,True,1,True
595,596,0,3,male,36.0,1,1,24.15,1,True,1,True
596,597,1,2,female,30.0,0,0,33.0,0,False,0,False
597,598,0,3,male,49.0,0,0,0.0,1,True,1,True
598,599,0,3,male,25.0,0,0,7.225,1,True,1,True
599,600,1,1,male,49.0,1,0,56.9292,1,True,1,True
600,601,1,2,female,24.0,2,1,27.0,0,False,0,False
601,602,0,3,male,25.0,0,0,7.8958,1,True,1,True
602,603,0,1,male,38.0,0,0,42.4,1,True,1,True
603,604,0,3,male,44.0,0,0,8.05,1,True,1,True
604,605,1,1,male,35.0,0,0,26.55,1,True,1,True
605,606,0,3,male,36.0,1,0,15.55,1,True,1,True
606,607,0,3,male,30.0,0,0,7.8958,1,True,1,True
607,608,1,1,male,27.0,0,0,30.5,1,True,1,True
608,609,1,2,female,22.0,1,2,41.5792,0,False,0,False
609,610,1,1,female,40.0,0,0,153.4625,0,False,0,False
610,611,0,3,female,39.0,1,5,31.275,0,False,0,False
611,612,0,3,male,25.0,0,0,7.05,1,True,1,True
612,613,1,3,female,25.0,1,0,15.5,0,False,0,False
613,614,0,3,male,25.0,0,0,7.75,1,True,1,True
614,615,0,3,male,35.0,0,0,8.05,1,True,1,True
615,616,1,2,female,24.0,1,2,65.0,0,False,0,False
616,617,0,3,male,34.0,1,1,14.4,1,True,1,True
617,618,0,3,female,26.0,1,0,16.1,0,False,0,False
618,619,1,2,female,4.0,2,1,39.0,0,False,0,False
619,620,0,2,male,26.0,0,0,10.5,1,True,1,True
620,621,0,3,male,27.0,1,0,14.4542,1,True,1,True
621,622,1,1,male,42.0,1,0,52.5542,1,True,1,True
622,623,1,3,male,20.0,1,1,15.7417,1,True,1,True
623,624,0,3,male,21.0,0,0,7.8542,1,True,1,True
624,625,0,3,male,21.0,0,0,16.1,1,True,1,True
625,626,0,1,male,61.0,0,0,32.3208,1,True,1,True
626,627,0,2,male,57.0,0,0,12.35,1,True,1,True
627,628,1,1,female,21.0,0,0,77.9583,0,False,0,False
628,629,0,3,male,26.0,0,0,7.8958,1,True,1,True
629,630,0,3,male,25.0,0,0,7.7333,1,True,1,True
630,631,1,1,male,80.0,0,0,30.0,1,True,1,True
631,632,0,3,male,51.0,0,0,7.0542,1,True,1,True
632,633,1,1,male,32.0,0,0,30.5,1,True,1,True
633,634,0,1,male,38.0,0,0,0.0,1,True,1,True
634,635,0,3,female,9.0,3,2,27.9,0,False,0,False
635,636,1,2,female,28.0,0,0,13.0,0,False,0,False
636,637,0,3,male,32.0,0,0,7.925,1,True,1,True
637,638,0,2,male,31.0,1,1,26.25,1,True,1,True
638,639,0,3,female,41.0,0,5,39.6875,0,False,0,False
639,640,0,3,male,25.0,1,0,16.1,1,True,1,True
640,641,0,3,male,20.0,0,0,7.8542,1,True,1,True
641,642,1,1,female,24.0,0,0,69.3,0,False,0,False
642,643,0,3,female,2.0,3,2,27.9,0,False,0,False
643,644,1,3,male,25.0,0,0,56.4958,1,True,1,True
644,645,1,3,female,0.75,2,1,19.2583,0,False,0,False
645,646,1,1,male,48.0,1,0,76.7292,1,True,1,True
646,647,0,3,male,19.0,0,0,7.8958,1,True,1,True
647,648,1,1,male,56.0,0,0,35.5,1,True,1,True
648,649,0,3,male,25.0,0,0,7.55,1,True,1,True
649,650,1,3,female,23.0,0,0,7.55,0,False,0,False
650,651,0,3,male,25.0,0,0,7.8958,1,True,1,True
651,652,1,2,female,18.0,0,1,23.0,0,False,0,False
652,653,0,3,male,21.0,0,0,8.4333,1,True,1,True
653,654,1,3,female,25.0,0,0,7.8292,0,False,0,False
654,655,0,3,female,18.0,0,0,6.75,0,False,0,False
655,656,0,2,male,24.0,2,0,73.5,1,True,1,True
656,657,0,3,male,25.0,0,0,7.8958,1,True,1,True
657,658,0,3,female,32.0,1,1,15.5,0,False,0,False
658,659,0,2,male,23.0,0,0,13.0,1,True,1,True
659,660,0,1,male,58.0,0,2,113.275,1,True,1,True
660,661,1,1,male,50.0,2,0,133.65,1,True,1,True
661,662,0,3,male,40.0,0,0,7.225,1,True,1,True
662,663,0,1,male,47.0,0,0,25.5875,1,True,1,True
663,664,0,3,male,36.0,0,0,7.4958,1,True,1,True
664,665,1,3,male,20.0,1,0,7.925,1,True,1,True
665,666,0,2,male,32.0,2,0,73.5,1,True,1,True
666,667,0,2,male,25.0,0,0,13.0,1,True,1,True
667,668,0,3,male,25.0,0,0,7.775,1,True,1,True
668,669,0,3,male,43.0,0,0,8.05,1,True,1,True
669,670,1,1,female,38.0,1,0,52.0,0,False,0,False
670,671,1,2,female,40.0,1,1,39.0,0,False,0,False
671,672,0,1,male,31.0,1,0,52.0,1,True,1,True
672,673,0,2,male,70.0,0,0,10.5,1,True,1,True
673,674,1,2,male,31.0,0,0,13.0,1,True,1,True
674,675,0,2,male,30.0,0,0,0.0,1,True,1,True
675,676,0,3,male,18.0,0,0,7.775,1,True,1,True
676,677,0,3,male,24.5,0,0,8.05,1,True,1,True
677,678,1,3,female,18.0,0,0,9.8417,0,False,0,False
678,679,0,3,female,43.0,1,6,46.9,0,False,0,False
679,680,1,1,male,36.0,0,1,512.3292,1,True,1,True
680,681,0,3,female,25.0,0,0,8.1375,0,False,0,False
681,682,1,1,male,27.0,0,0,76.7292,1,True,1,True
682,683,0,3,male,20.0,0,0,9.225,1,True,1,True
683,684,0,3,male,14.0,5,2,46.9,1,True,1,True
684,685,0,2,male,60.0,1,1,39.0,1,True,1,True
685,686,0,2,male,25.0,1,2,41.5792,1,True,1,True
686,687,0,3,male,14.0,4,1,39.6875,1,True,1,True
687,688,0,3,male,19.0,0,0,10.1708,1,True,1,True
688,689,0,3,male,18.0,0,0,7.7958,1,True,1,True
689,690,1,1,female,15.0,0,1,211.3375,0,False,0,False
690,691,1,1,male,31.0,1,0,57.0,1,True,1,True
691,692,1,3,female,4.0,0,1,13.4167,0,False,0,False
692,693,1,3,male,25.0,0,0,56.4958,1,True,1,True
693,694,0,3,male,25.0,0,0,7.225,1,True,1,True
694,695,0,1,male,60.0,0,0,26.55,1,True,1,True
695,696,0,2,male,52.0,0,0,13.5,1,True,1,True
696,697,0,3,male,44.0,0,0,8.05,1,True,1,True
697,698,1,3,female,25.0,0,0,7.7333,0,False,0,False
698,699,0,1,male,49.0,1,1,110.8833,1,True,1,True
699,700,0,3,male,42.0,0,0,7.65,1,True,1,True
700,701,1,1,female,18.0,1,0,227.525,0,False,0,False
701,702,1,1,male,35.0,0,0,26.2875,1,True,1,True
702,703,0,3,female,18.0,0,1,14.4542,0,False,0,False
703,704,0,3,male,25.0,0,0,7.7417,1,True,1,True
704,705,0,3,male,26.0,1,0,7.8542,1,True,1,True
705,706,0,2,male,39.0,0,0,26.0,1,True,1,True
706,707,1,2,female,45.0,0,0,13.5,0,False,0,False
707,708,1,1,male,42.0,0,0,26.2875,1,True,1,True
708,709,1,1,female,22.0,0,0,151.55,0,False,0,False
709,710,1,3,male,25.0,1,1,15.2458,1,True,1,True
710,711,1,1,female,24.0,0,0,49.5042,0,False,0,False
711,712,0,1,male,38.0,0,0,26.55,1,True,1,True
712,713,1,1,male,48.0,1,0,52.0,1,True,1,True
713,714,0,3,male,29.0,0,0,9.4833,1,True,1,True
714,715,0,2,male,52.0,0,0,13.0,1,True,1,True
715,716,0,3,male,19.0,0,0,7.65,1,True,1,True
716,717,1,1,female,38.0,0,0,227.525,0,False,0,False
717,718,1,2,female,27.0,0,0,10.5,0,False,0,False
718,719,0,3,male,25.0,0,0,15.5,1,True,1,True
719,720,0,3,male,33.0,0,0,7.775,1,True,1,True
720,721,1,2,female,6.0,0,1,33.0,0,False,0,False
721,722,0,3,male,17.0,1,0,7.0542,1,True,1,True
722,723,0,2,male,34.0,0,0,13.0,1,True,1,True
723,724,0,2,male,50.0,0,0,13.0,1,True,1,True
724,725,1,1,male,27.0,1,0,53.1,1,True,1,True
725,726,0,3,male,20.0,0,0,8.6625,1,True,1,True
726,727,1,2,female,30.0,3,0,21.0,0,False,0,False
727,728,1,3,female,25.0,0,0,7.7375,0,False,0,False
728,729,0,2,male,25.0,1,0,26.0,1,True,1,True
729,730,0,3,female,25.0,1,0,7.925,0,False,0,False
730,731,1,1,female,29.0,0,0,211.3375,0,False,0,False
731,732,0,3,male,11.0,0,0,18.7875,1,True,1,True
732,733,0,2,male,30.0,0,0,0.0,1,True,1,True
733,734,0,2,male,23.0,0,0,13.0,1,True,1,True
734,735,0,2,male,23.0,0,0,13.0,1,True,1,True
735,736,0,3,male,28.5,0,0,16.1,1,True,1,True
736,737,0,3,female,48.0,1,3,34.375,0,False,0,False
737,738,1,1,male,35.0,0,0,512.3292,1,True,1,True
738,739,0,3,male,25.0,0,0,7.8958,1,True,1,True
739,740,0,3,male,25.0,0,0,7.8958,1,True,1,True
740,741,1,1,male,38.0,0,0,30.0,1,True,1,True
741,742,0,1,male,36.0,1,0,78.85,1,True,1,True
742,743,1,1,female,21.0,2,2,262.375,0,False,0,False
743,744,0,3,male,24.0,1,0,16.1,1,True,1,True
744,745,1,3,male,31.0,0,0,7.925,1,True,1,True
745,746,0,1,male,70.0,1,1,71.0,1,True,1,True
746,747,0,3,male,16.0,1,1,20.25,1,True,1,True
747,748,1,2,female,30.0,0,0,13.0,0,False,0,False
748,749,0,1,male,19.0,1,0,53.1,1,True,1,True
749,750,0,3,male,31.0,0,0,7.75,1,True,1,True
750,751,1,2,female,4.0,1,1,23.0,0,False,0,False
751,752,1,3,male,6.0,0,1,12.475,1,True,1,True
752,753,0,3,male,33.0,0,0,9.5,1,True,1,True
753,754,0,3,male,23.0,0,0,7.8958,1,True,1,True
754,755,1,2,female,48.0,1,2,65.0,0,False,0,False
755,756,1,2,male,0.67,1,1,14.5,1,True,1,True
756,757,0,3,male,28.0,0,0,7.7958,1,True,1,True
757,758,0,2,male,18.0,0,0,11.5,1,True,1,True
758,759,0,3,male,34.0,0,0,8.05,1,True,1,True
759,760,1,1,female,33.0,0,0,86.5,0,False,0,False
760,761,0,3,male,25.0,0,0,14.5,1,True,1,True
761,762,0,3,male,41.0,0,0,7.125,1,True,1,True
762,763,1,3,male,20.0,0,0,7.2292,1,True,1,True
763,764,1,1,female,36.0,1,2,120.0,0,False,0,False
764,765,0,3,male,16.0,0,0,7.775,1,True,1,True
765,766,1,1,female,51.0,1,0,77.9583,0,False,0,False
766,767,0,1,male,38.0,0,0,39.6,1,True,1,True
767,768,0,3,female,30.5,0,0,7.75,0,False,0,False
768,769,0,3,male,25.0,1,0,24.15,1,True,1,True
769,770,0,3,male,32.0,0,0,8.3625,1,True,1,True
770,771,0,3,male,24.0,0,0,9.5,1,True,1,True
771,772,0,3,male,48.0,0,0,7.8542,1,True,1,True
772,773,0,2,female,57.0,0,0,10.5,0,False,0,False
773,774,0,3,male,25.0,0,0,7.225,1,True,1,True
774,775,1,2,female,54.0,1,3,23.0,0,False,0,False
775,776,0,3,male,18.0,0,0,7.75,1,True,1,True
776,777,0,3,male,25.0,0,0,7.75,1,True,1,True
777,778,1,3,female,5.0,0,0,12.475,0,False,0,False
778,779,0,3,male,25.0,0,0,7.7375,1,True,1,True
779,780,1,1,female,43.0,0,1,211.3375,0,False,0,False
780,781,1,3,female,13.0,0,0,7.2292,0,False,0,False
781,782,1,1,female,17.0,1,0,57.0,0,False,0,False
782,783,0,1,male,29.0,0,0,30.0,1,True,1,True
783,784,0,3,male,25.0,1,2,23.45,1,True,1,True
784,785,0,3,male,25.0,0,0,7.05,1,True,1,True
785,786,0,3,male,25.0,0,0,7.25,1,True,1,True
786,787,1,3,female,18.0,0,0,7.4958,0,False,0,False
787,788,0,3,male,8.0,4,1,29.125,1,True,1,True
788,789,1,3,male,1.0,1,2,20.575,1,True,1,True
789,790,0,1,male,46.0,0,0,79.2,1,True,1,True
790,791,0,3,male,25.0,0,0,7.75,1,True,1,True
791,792,0,2,male,16.0,0,0,26.0,1,True,1,True
792,793,0,3,female,25.0,8,2,69.55,0,False,0,False
793,794,0,1,male,38.0,0,0,30.6958,1,True,1,True
794,795,0,3,male,25.0,0,0,7.8958,1,True,1,True
795,796,0,2,male,39.0,0,0,13.0,1,True,1,True
796,797,1,1,female,49.0,0,0,25.9292,0,False,0,False
797,798,1,3,female,31.0,0,0,8.6833,0,False,0,False
798,799,0,3,male,30.0,0,0,7.2292,1,True,1,True
799,800,0,3,female,30.0,1,1,24.15,0,False,0,False
800,801,0,2,male,34.0,0,0,13.0,1,True,1,True
801,802,1,2,female,31.0,1,1,26.25,0,False,0,False
802,803,1,1,male,11.0,1,2,120.0,1,True,1,True
803,804,1,3,male,0.42,0,1,8.5167,1,True,1,True
804,805,1,3,male,27.0,0,0,6.975,1,True,1,True
805,806,0,3,male,31.0,0,0,7.775,1,True,1,True
806,807,0,1,male,39.0,0,0,0.0,1,True,1,True
807,808,0,3,female,18.0,0,0,7.775,0,False,0,False
808,809,0,2,male,39.0,0,0,13.0,1,True,1,True
809,810,1,1,female,33.0,1,0,53.1,0,False,0,False
810,811,0,3,male,26.0,0,0,7.8875,1,True,1,True
811,812,0,3,male,39.0,0,0,24.15,1,True,1,True
812,813,0,2,male,35.0,0,0,10.5,1,True,1,True
813,814,0,3,female,6.0,4,2,31.275,0,False,0,False
814,815,0,3,male,30.5,0,0,8.05,1,True,1,True
815,816,0,1,male,38.0,0,0,0.0,1,True,1,True
816,817,0,3,female,23.0,0,0,7.925,0,False,0,False
817,818,0,2,male,31.0,1,1,37.0042,1,True,1,True
818,819,0,3,male,43.0,0,0,6.45,1,True,1,True
819,820,0,3,male,10.0,3,2,27.9,1,True,1,True
820,821,1,1,female,52.0,1,1,93.5,0,False,0,False
821,822,1,3,male,27.0,0,0,8.6625,1,True,1,True
822,823,0,1,male,38.0,0,0,0.0,1,True,1,True
823,824,1,3,female,27.0,0,1,12.475,0,False,0,False
824,825,0,3,male,2.0,4,1,39.6875,1,True,1,True
825,826,0,3,male,25.0,0,0,6.95,1,True,1,True
826,827,0,3,male,25.0,0,0,56.4958,1,True,1,True
827,828,1,2,male,1.0,0,2,37.0042,1,True,1,True
828,829,1,3,male,25.0,0,0,7.75,1,True,1,True
829,830,1,1,female,62.0,0,0,80.0,0,False,0,False
830,831,1,3,female,15.0,1,0,14.4542,0,False,0,False
831,832,1,2,male,0.83,1,1,18.75,1,True,1,True
832,833,0,3,male,25.0,0,0,7.2292,1,True,1,True
833,834,0,3,male,23.0,0,0,7.8542,1,True,1,True
834,835,0,3,male,18.0,0,0,8.3,1,True,1,True
835,836,1,1,female,39.0,1,1,83.1583,0,False,0,False
836,837,0,3,male,21.0,0,0,8.6625,1,True,1,True
837,838,0,3,male,25.0,0,0,8.05,1,True,1,True
838,839,1,3,male,32.0,0,0,56.4958,1,True,1,True
839,840,1,1,male,38.0,0,0,29.7,1,True,1,True
840,841,0,3,male,20.0,0,0,7.925,1,True,1,True
841,842,0,2,male,16.0,0,0,10.5,1,True,1,True
842,843,1,1,female,30.0,0,0,31.0,0,False,0,False
843,844,0,3,male,34.5,0,0,6.4375,1,True,1,True
844,845,0,3,male,17.0,0,0,8.6625,1,True,1,True
845,846,0,3,male,42.0,0,0,7.55,1,True,1,True
846,847,0,3,male,25.0,8,2,69.55,1,True,1,True
847,848,0,3,male,35.0,0,0,7.8958,1,True,1,True
848,849,0,2,male,28.0,0,1,33.0,1,True,1,True
849,850,1,1,female,38.0,1,0,89.1042,0,False,0,False
850,851,0,3,male,4.0,4,2,31.275,1,True,1,True
851,852,0,3,male,74.0,0,0,7.775,1,True,1,True
852,853,0,3,female,9.0,1,1,15.2458,0,False,0,False
853,854,1,1,female,16.0,0,1,39.4,0,False,0,False
854,855,0,2,female,44.0,1,0,26.0,0,False,0,False
855,856,1,3,female,18.0,0,1,9.35,0,False,0,False
856,857,1,1,female,45.0,1,1,164.8667,0,False,0,False
857,858,1,1,male,51.0,0,0,26.55,1,True,1,True
858,859,1,3,female,24.0,0,3,19.2583,0,False,0,False
859,860,0,3,male,25.0,0,0,7.2292,1,True,1,True
860,861,0,3,male,41.0,2,0,14.1083,1,True,1,True
861,862,0,2,male,21.0,1,0,11.5,1,True,1,True
862,863,1,1,female,48.0,0,0,25.9292,0,False,0,False
863,864,0,3,female,25.0,8,2,69.55,0,False,0,False
864,865,0,2,male,24.0,0,0,13.0,1,True,1,True
865,866,1,2,female,42.0,0,0,13.0,0,False,0,False
866,867,1,2,female,27.0,1,0,13.8583,0,False,0,False
867,868,0,1,male,31.0,0,0,50.4958,1,True,1,True
868,869,0,3,male,25.0,0,0,9.5,1,True,1,True
869,870,1,3,male,4.0,1,1,11.1333,1,True,1,True
870,871,0,3,male,26.0,0,0,7.8958,1,True,1,True
871,872,1,1,female,47.0,1,1,52.5542,0,False,0,False
872,873,0,1,male,33.0,0,0,5.0,1,True,1,True
873,874,0,3,male,47.0,0,0,9.0,1,True,1,True
874,875,1,2,female,28.0,1,0,24.0,0,False,0,False
875,876,1,3,female,15.0,0,0,7.225,0,False,0,False
876,877,0,3,male,20.0,0,0,9.8458,1,True,1,True
877,878,0,3,male,19.0,0,0,7.8958,1,True,1,True
878,879,0,3,male,25.0,0,0,7.8958,1,True,1,True
879,880,1,1,female,56.0,0,1,83.1583,0,False,0,False
880,881,1,2,female,25.0,0,1,26.0,0,False,0,False
881,882,0,3,male,33.0,0,0,7.8958,1,True,1,True
882,883,0,3,female,22.0,0,0,10.5167,0,False,0,False
883,884,0,2,male,28.0,0,0,10.5,1,True,1,True
884,885,0,3,male,25.0,0,0,7.05,1,True,1,True
885,886,0,3,female,39.0,0,5,29.125,0,False,0,False
886,887,0,2,male,27.0,0,0,13.0,1,True,1,True
887,888,1,1,female,19.0,0,0,30.0,0,False,0,False
888,889,0,3,female,25.0,1,2,23.45,0,False,0,False
889,890,1,1,male,26.0,0,0,30.0,1,True,1,True
890,891,0,3,male,32.0,0,0,7.75,1,True,1,True
